# Te	Ce
# K	(m^3K)
28200	3287368.13666694
28300	3295739.4622521
28400	3304093.83011129
28500	3314051.78205635
28600	3323114.95694455
28700	3329331.1516411
28800	3340526.11168795
28900	3341418.99402631
29000	3347999.7468983
29100	3354066.14776534
29200	3360421.30124869
29300	3369232.03329939
29400	3377262.77699846
29500	3384575.66647027
29600	3388777.48781902
29700	3397820.1261047
29800	3399259.17596489
29900	3403713.63516759
30000	3413176.47160223
