# Te	Ce
# K	(m^3K)
18200	1596639.28330732
18300	1600348.33599471
18400	1603816.96889059
18500	1607454.85336033
18600	1610776.05757811
18700	1613577.15062164
18800	1616553.45338803
18900	1620220.05773114
19000	1623484.75804813
19100	1627232.42064528
19200	1630068.86715302
19300	1633685.63008155
19400	1637047.41333898
19500	1640581.96992857
19600	1643162.82090136
19700	1646237.31579986
19800	1649375.89031676
19900	1652839.07328002
20000	1655534.61767566
20100	1658181.17774995
20200	1661513.9022746
20300	1664731.69572612
20400	1667627.2789253
20500	1670690.54087032
20600	1673450.68235904
20700	1676544.26796569
20800	1679643.08091444
20900	1682204.35252092
21000	1684617.81474581
21100	1687621.49143108
21200	1690429.97745884
21300	1693403.25335982
21400	1695981.75084099
21500	1698585.11679283
21600	1701422.19480421
21700	1704414.67714871
21800	1707069.26277521
21900	1709386.96722336
22000	1712351.98236684
22100	1715025.67837073
22200	1717285.15118698
22300	1719513.71218214
22400	1721770.57436561
22500	1724530.68098547
22600	1726839.98808719
22700	1729326.76534114
22800	1731944.01265583
22900	1733926.77403281
23000	1736400.32398652
23100	1738819.532721
23200	1740980.00165762
23300	1743021.26568921
23400	1745462.5482432
23500	1747465.33456165
23600	1749656.58305551
23700	1751698.97293237
23800	1753836.76009899
23900	1756120.88548281
24000	1758393.48366081
24100	1760517.8310059
24200	1762247.84947932
24300	1764321.17580062
24400	1766386.9616949
24500	1768207.23838337
24600	1769907.68728956
24700	1771504.2980081
24800	1773573.45817897
24900	1775346.0835449
25000	1777143.72959955
25100	1778859.03912202
25200	1780873.67701453
25300	1782543.893006
25400	1784309.78491783
25500	1785792.77938017
25600	1787455.46217183
25700	1788998.24529604
25800	1790468.39198397
25900	1792258.10543801
26000	1793789.67605706
26100	1795205.81187306
26200	1797044.78567045
26300	1798396.21388267
26400	1799536.76730207
26500	1800895.74509399
26600	1802020.96227367
26700	1803526.52788482
26800	1805152.39361572
26900	1806292.01889122
27000	1807417.76091389
27100	1808482.37867088
27200	1809739.53948204
27300	1810984.72746826
27400	1811965.87134238
27500	1813065.56373345
27600	1813963.85476636
27700	1815203.06171233
27800	1816579.50401524
27900	1817047.52190417
28000	1817933.22169134
