# Te	Ce
# K	(m^3K)
25000	326059.680889791
25100	326831.423834123
25200	327514.708472332
25300	328166.748753509
25400	328878.099179993
25500	329639.009455805
25600	330448.200098027
25700	331095.810848355
25800	331696.653440147
25900	332803.416642223
26000	333318.140656085
26100	334259.091543799
26200	335121.723359752
26300	335938.915526588
26400	336905.384153396
26500	337773.275971048
26600	338594.566406121
26700	339444.594598936
26800	340524.60488818
26900	341238.811592592
27000	342208.020506137
27100	343191.819715276
27200	344138.852841363
27300	345193.41703022
27400	345987.893313615
27500	347112.005598754
27600	348183.786120177
27700	348853.7998796
27800	350377.162747302
27900	351115.525788663
28000	352194.232075963
28100	353469.912604877
28200	354354.099416219
28300	355649.484677117
28400	356618.797146585
28500	357833.303878876
28600	358887.755979875
28700	360208.090949651
28800	361379.782225427
28900	362401.021475234
29000	363655.558308743
29100	364943.87184141
29200	365886.581604388
29300	367507.091283473
29400	368721.891175036
29500	369657.640532992
29600	371255.938684493
29700	372339.046970281
29800	373540.591929787
29900	374949.854154175
30000	376172.306587822
